,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
2596,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,3,3,22075
2597,Existing Customer,33,M,1,College,Married,$40K - $60K,Blue,14,2,2,6746
2598,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,36,2,2,4408
2599,Existing Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,4838
2600,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Silver,40,1,4,34516
2601,Existing Customer,27,M,0,Unknown,Married,$40K - $60K,Blue,14,1,4,3823
2602,Existing Customer,42,M,3,College,Unknown,$120K +,Blue,36,2,1,21670
2603,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,38,3,2,7928
2604,Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,42,1,3,33996
2605,Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,1,1,4365
2606,Existing Customer,57,M,2,High School,Single,$60K - $80K,Blue,47,3,4,2248
2607,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,27,1,1,1901
2608,Existing Customer,55,M,2,College,Single,$80K - $120K,Silver,45,1,4,34516
2609,Existing Customer,58,M,2,Graduate,Married,$120K +,Blue,54,2,4,31680
2610,Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,35,2,3,1872
2611,Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,42,2,2,2055
2612,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,1,2,10991
2613,Existing Customer,59,M,0,Uneducated,Married,Less than $40K,Blue,46,1,2,3939
2614,Existing Customer,53,F,2,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,2127
2615,Existing Customer,47,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,2,34010
2616,Existing Customer,43,F,3,Unknown,Married,Unknown,Blue,36,2,1,6971
2617,Existing Customer,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,2,0,1741
2618,Existing Customer,49,F,2,Post-Graduate,Single,Unknown,Blue,36,3,2,24904
2619,Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,45,5,5,1438.3
2620,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,3,1,2621
2621,Existing Customer,49,F,5,Graduate,Married,$40K - $60K,Blue,35,2,1,11115
2622,Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,39,2,3,13241
2623,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,42,1,2,14438
2624,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,1,1,5228
2625,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,36,1,4,5550
2626,Existing Customer,46,M,1,Graduate,Unknown,$40K - $60K,Blue,36,3,2,1438.3
2627,Existing Customer,62,F,0,Unknown,Married,Less than $40K,Blue,55,1,0,2064
2628,Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,3,0,3450
2629,Existing Customer,46,M,4,Graduate,Married,$120K +,Silver,36,1,3,34516
2630,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,2,2,30030
2631,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,3,3,2151
2632,Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,44,1,3,7181
2633,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,44,3,3,27745
2634,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,3,2,4852
2635,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,50,3,3,6735
2636,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,1,2,6128
2637,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,3,2,23124
2638,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,2,2,3436
2639,Existing Customer,35,M,0,Unknown,Married,$120K +,Blue,36,2,1,3176
2640,Existing Customer,44,M,4,College,Unknown,$120K +,Blue,34,3,3,8874
2641,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,34,1,0,3402
2642,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,1,1,2689
2643,Existing Customer,54,M,3,Uneducated,Married,Less than $40K,Blue,36,3,2,1556
2644,Existing Customer,58,F,2,High School,Single,$40K - $60K,Blue,36,3,3,7372
2645,Existing Customer,26,M,0,College,Unknown,Less than $40K,Blue,13,1,2,5713
2646,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,1,3,2965
2647,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,2,2,9819
2648,Existing Customer,32,M,0,Uneducated,Single,$60K - $80K,Blue,14,3,3,8186
2649,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,49,3,2,3846
2650,Existing Customer,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,2,2,13131
2651,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,28,2,1,2944
2652,Existing Customer,38,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,4,34516
2653,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,38,3,4,5660
2654,Existing Customer,40,F,1,Graduate,Unknown,Less than $40K,Blue,30,1,1,7554
2655,Existing Customer,35,F,4,Uneducated,Married,Less than $40K,Blue,26,1,4,2494
2656,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,1,0,25215
2657,Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,3,2,2606
2658,Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Blue,43,3,3,8133
2659,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,36,2,2,3101
2660,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,29,2,3,24446
2661,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,2,2361
2662,Existing Customer,40,M,4,High School,Single,$40K - $60K,Blue,32,4,2,2441
2663,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,2,2,8532
2664,Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,37,3,3,16954
2665,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Blue,17,3,1,2900
2666,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,2,4,6827
2667,Existing Customer,44,F,3,College,Divorced,$40K - $60K,Blue,34,2,5,4513
2668,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,2,27347
2669,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,3,1,1676
2670,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,50,6,4,2802
2671,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,45,0,4,23870
2672,Existing Customer,30,F,0,Graduate,Single,Less than $40K,Blue,17,2,1,4868
2673,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,3,5,20437
2674,Existing Customer,32,M,2,High School,Divorced,$60K - $80K,Blue,26,1,4,2239
2675,Existing Customer,32,F,1,Graduate,Single,Less than $40K,Blue,28,3,3,2428
2676,Existing Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,44,1,5,15027
2677,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32,3,5,32056
2678,Existing Customer,42,F,3,College,Single,Unknown,Silver,31,2,2,34516
2679,Existing Customer,36,M,2,Unknown,Single,$80K - $120K,Blue,29,3,5,5346
2680,Attrited Customer,52,F,4,Unknown,Married,Less than $40K,Blue,36,4,5,2143
2681,Existing Customer,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,2,5,34516
2682,Existing Customer,29,M,1,Unknown,Single,$60K - $80K,Blue,19,1,2,23507
2683,Existing Customer,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,2,3,1864
2684,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,24,2,5,23032
2685,Existing Customer,36,F,4,High School,Married,Less than $40K,Blue,36,1,3,4277
2686,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,41,3,2,2771
2687,Existing Customer,28,M,1,High School,Divorced,Less than $40K,Blue,36,3,4,2265
2688,Existing Customer,31,F,2,Uneducated,Divorced,Less than $40K,Blue,19,2,0,2853
2689,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,33,3,5,3075
2690,Existing Customer,51,F,3,High School,Married,Unknown,Blue,31,1,5,15340
2691,Existing Customer,55,M,3,Graduate,Single,$40K - $60K,Blue,35,1,4,3065
2692,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,2,1438.3
2693,Existing Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,5,7118
2694,Existing Customer,37,M,2,Uneducated,Single,$60K - $80K,Blue,36,2,2,11419
2695,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,37,2,5,2403
2696,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32,3,2,2821
2697,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,3,3,2706
2698,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,1,4,2999
2699,Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,1,2,2226
2700,Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,3,4,3351
2701,Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,1,1,5570
2702,Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,2,10448
2703,Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,2,2,2174
2704,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,38,3,3,31501
2705,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,3,3,21695
2706,Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,36,1,1,34516
2707,Existing Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,35,3,2,13650
2708,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,3,4,16156
2709,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,2,4,2413
2710,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,45,2,3,5920
2711,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,28,3,0,5841
2712,Existing Customer,37,M,3,High School,Single,$60K - $80K,Blue,36,1,5,8418
2713,Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,4,3,2490
2714,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,2,20640
2715,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,1,1,9453
2716,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,2,4,7949
2717,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,2,1,2758
2718,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,2,1,20148
2719,Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,1,2,1438.3
2720,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51,3,4,26566
2721,Existing Customer,44,M,5,Graduate,Single,$60K - $80K,Blue,34,3,5,13477
2722,Existing Customer,65,M,0,College,Divorced,Less than $40K,Blue,42,3,2,9706
2723,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,2,4,7457
2724,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,2,5,34516
2725,Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,1,3,19081
2726,Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,2,2,2447
2727,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,36,2,4,28830
2728,Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,1,3,2563
2729,Existing Customer,29,F,0,High School,Single,Less than $40K,Blue,13,3,5,5240
2730,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,3,0,3397
2731,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,3,2,1842
2732,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,40,2,4,2383
2733,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,3,3,20791
2734,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,2,4,19900
2735,Existing Customer,28,F,0,Graduate,Single,Unknown,Silver,15,3,3,32024
2736,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,2,3,3701
2737,Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,1,4,4199
2738,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,1,3,4353
2739,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4913
2740,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,1,5454
2741,Existing Customer,32,F,0,Graduate,Married,Unknown,Blue,26,3,2,2172
2742,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,3,2,2845
2743,Existing Customer,37,F,3,High School,Single,Unknown,Blue,28,1,4,18570
2744,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K,Silver,33,2,4,25907
2745,Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,3,2,2206
2746,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,1,4,12050
2747,Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,3,2,2107
2748,Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,3,4,2107
2749,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,56,2,5,3539
2750,Existing Customer,43,F,3,College,Married,Unknown,Blue,36,3,4,27175
2751,Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,36,2,2,17905
2752,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,31,1,3,4940
2753,Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,43,4,2,3161
2754,Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,Blue,36,3,3,2464
2755,Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,36,1,3,3203
2756,Existing Customer,32,F,1,College,Divorced,Less than $40K,Blue,36,5,4,1835
2757,Existing Customer,49,F,5,Uneducated,Single,Less than $40K,Blue,39,2,2,1993
2758,Existing Customer,39,M,2,Unknown,Married,$80K - $120K,Blue,27,3,2,34516
2759,Existing Customer,27,M,0,Post-Graduate,Single,Unknown,Blue,22,2,2,7130
2760,Existing Customer,30,M,1,Uneducated,Divorced,Unknown,Blue,22,3,4,12539
2761,Existing Customer,39,M,4,High School,Married,$80K - $120K,Blue,25,2,3,8208
2762,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,2,2,26222
2763,Existing Customer,55,M,4,College,Divorced,$80K - $120K,Blue,36,2,3,34173
2764,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,49,1,2,3377
2765,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,43,3,2,5882
2766,Existing Customer,51,M,0,Graduate,Married,$80K - $120K,Blue,40,3,2,7158
2767,Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,41,1,4,5833
2768,Existing Customer,26,F,0,High School,Single,$40K - $60K,Blue,36,3,4,4152
2769,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,24,2,3,11699
2770,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,3,2,4505
2771,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,48,3,2,7667
2772,Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,28,3,4,34516
2773,Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,31,2,3,2937
2774,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,3,4,5257
2775,Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,28,3,3,10331
2776,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,36,3,3,17557
2777,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,48,3,2,4366
2778,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,46,2,2,8037
2779,Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25,1,3,8740
2780,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,2,3,8514
2781,Existing Customer,36,F,4,Uneducated,Single,Less than $40K,Blue,26,3,2,2002
2782,Existing Customer,51,F,0,High School,Married,Less than $40K,Blue,35,3,4,3132
2783,Existing Customer,26,F,0,College,Married,$40K - $60K,Blue,13,3,3,2010
2784,Existing Customer,34,M,2,Graduate,Married,$80K - $120K,Blue,23,2,3,7567
2785,Attrited Customer,56,M,2,High School,Single,$40K - $60K,Blue,40,6,4,2381
2786,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,2,4,34516
2787,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,42,2,2,16411
2788,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,19,2,0,1438.3
2789,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,30,3,2,3735
2790,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,37,3,1,22127
2791,Existing Customer,28,F,0,College,Married,Unknown,Blue,36,2,3,5685
2792,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,50,2,2,7348
2793,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,2,3,11188
2794,Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,37,1,5,3650
2795,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,2,3,5076
2796,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,2,2,32658
2797,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,2,28634
2798,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3414
2799,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,23,6,1,12315
2800,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,2690
2801,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,31,2,4,12165
2802,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,1,3,1792
2803,Existing Customer,37,M,1,Doctorate,Single,$80K - $120K,Blue,30,3,2,19300
2804,Existing Customer,37,M,2,College,Divorced,$40K - $60K,Blue,24,3,4,8120
2805,Existing Customer,49,M,5,High School,Married,$80K - $120K,Blue,36,2,2,2292
2806,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,3,21434
2807,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,43,3,4,3424
2808,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,51,3,4,2787
2809,Existing Customer,36,F,3,College,Single,Unknown,Blue,30,2,3,8696
2810,Existing Customer,45,M,3,High School,Married,$120K +,Blue,35,2,3,32446
2811,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,9133
2812,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,37,3,2,5116
2813,Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,2,1,18974
2814,Existing Customer,51,M,4,Uneducated,Single,$120K +,Blue,45,2,3,12101
2815,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,46,3,4,5379
2816,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,49,3,3,32676
2817,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,31,3,4,34516
2818,Existing Customer,35,M,2,Unknown,Married,$120K +,Blue,36,3,4,15202
2819,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,23,3,3,2222
2820,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,2,4,5858
2821,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,2,1,2692
2822,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,45,3,2,7165
2823,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,38,3,4,1438.3
2824,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Silver,32,1,1,26988
2825,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,26,3,2,2517
2826,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,4,11091
2827,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Silver,27,1,2,10745
2828,Existing Customer,40,F,2,Doctorate,Married,Unknown,Silver,36,2,4,34516
2829,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,20,3,2,2590
2830,Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,35,2,3,2722
2831,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,3,0,8228
2832,Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K,Blue,33,3,2,11777
2833,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,1,1,34516
2834,Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K,Blue,24,1,3,14821
2835,Existing Customer,36,M,1,Unknown,Single,Less than $40K,Blue,23,3,1,1438.3
2836,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,21,3,4,6131
2837,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,47,1,1,2047
2838,Existing Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,34,3,4,22380
2839,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,5,12893
2840,Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,47,1,1,3351
2841,Existing Customer,40,F,2,Unknown,Married,Less than $40K,Blue,36,1,1,5093
2842,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,44,1,1,1438.3
2843,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,20,1,2,2165
2844,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,54,2,2,1927
2845,Existing Customer,39,F,1,College,Single,Unknown,Blue,36,1,1,22125
2846,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,5,3,34516
2847,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,Blue,28,3,2,5260
2848,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,2,2,1438.3
2849,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,30,4,4,4333
2850,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,2,1,6637
2851,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,3,0,3174
2852,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,2,5,4396
2853,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,2,4,34516
2854,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,37,2,4,1438.3
